code,name,stockType,closePrice,reate,tradeAmount,market_value,PER,결산월,listingDate,categoryA,categoryB,categoryC,faceValue,issuedStocks,price,high,low,transactionPrice,TotalAssets,sales,operationProfit,salesGrowthRate,DPS,ROA,ROE
298690,에어부산,보통주,3435,-.58,99815,2819,-4.21,12,20181227,산업재,운송,항공운수,1000,52070000,3445,3495,3425,435,9858,6332,-37843,-3.12,,-11.32,-56
020760,일진디스플레이,보통주,3830,-.78,99565,1084,-3.29,12,20020109,IT,디스플레이,디스플레이 및 관련부품,500,28314440,3965,4025,3795,689,1262,957,-30789,-53.63,,-21.37,-46.32
023590,다우기술,보통주,20100,-.25,99510,9018,4.6,12,19970827,금융,증권,증권,500,44866617,20600,20600,20050,2080,241714,32455,507539,38.28,400,1.84,14.61
020120,키다리스튜디오,보통주,8200,3.54,99175,1517,24.31,12,19960703,경기소비재,미디어,미디어,500,18505691,8080,8150,7510,2155,420,267,703,36.26,,7.49,14.5
037560,엘지헬로비전,보통주,3850,.13,98834,2982,-4.97,12,20121109,경기소비재,미디어,미디어,2500,77446865,3850,3880,3840,446,17907,11122,29249,-5.59,75,-5.06,-9.4
281820,케이씨텍(신설),보통주,21500,-3.26,98830,4265,12.57,12,20171205,IT,반도체,반도체 및 관련장비,500,19839340,22950,23100,22200,2743,3376,2653,49058,-25.73,200,11.32,13.52
007810,코리아써키트,보통주,13150,-1.14,97919,3106,475.2,12,19850909,IT,하드웨어,전자 장비 및 기기,500,23620751,13600,13600,13300,1549,4781,5434,13863,1.42,,.43,.21
006740,영풍제지,보통주,3595,4.87,97464,798,7.45,12,19960703,소재,소재,종이 및 목재,500,22200000,3570,3570,3420,109,1395,997,10877,-10.38,40,6.66,8.05
039130,하나투어,보통주,41150,1.09,96638,5736,-73.95,12,20111101,경기소비재,소비자 서비스,호텔 및 레저,500,13939185,40600,41400,40600,2911,10076,7632,5936,-7.86,1000,-1.39,-4.22
155660,디에스알,보통주,5890,-.17,96534,942,8.4,12,20130515,소재,소재,금속 및 광물,500,16000000,6110,6220,5900,653,2404,2363,10659,.13,50,3.77,5.83
084870,티비에이치글로벌,보통주,1900,-2.37,95899,396,-.74,12,20051219,경기소비재,내구소비재 및 의류,섬유 및 의복,500,20856819,1935,1960,1890,453,1755,2108,4432,.94,,-35.04,-53.17
010960,삼호개발,보통주,4035,.37,94954,1009,5.16,12,20050512,산업재,자본재,건설,500,25000000,4040,4075,4015,153,2988,3646,23566,22.07,190,7.48,11.65
001430,세아베스틸,보통주,10050,1,94082,3604,31.78,12,19910312,소재,소재,금속 및 광물,5000,35862119,10050,10150,9950,1572,35769,29607,43989,-9.68,300,.53,.93
020000,한섬,보통주,30300,.99,93857,7463,9.11,12,19960703,경기소비재,내구소비재 및 의류,섬유 및 의복,500,24630000,29950,30000,29300,1980,13236,12598,106550,-3.03,450,6.57,8.37
210980,에스케이디앤디,보통주,44300,.9,93608,8413,12.31,12,20150623,금융,부동산,부동산,1000,18990164,44900,45100,43450,3147,13969,4547,82258,-19.2,600,3.11,12.66
004920,씨아이테크,보통주,893,.45,93566,224,-4.16,12,19891130,IT,소프트웨어,IT 서비스,500,25070772,898,898,872,105,561,407,-3123,26.13,,-9.21,-15.96
052690,한국전력기술,보통주,16300,0,93288,6230,29.03,12,20091214,에너지,에너지,에너지 시설 및 서비스,200,38220000,16650,16750,16200,2214,7352,4486,44069,3.44,310,3.5,5.54
001270,부국증권,보통주,21800,4.59,92681,2261,10.14,12,19880719,금융,증권,증권,5000,10369886,20750,21000,20550,104,14813,1167,36000,2.81,1200,1.88,5.8
011330,유니켐,보통주,1335,-.75,92282,917,8.12,12,19891214,경기소비재,내구소비재 및 의류,섬유 및 의복,500,68710343,1365,1370,1330,188,1697,1088,17926,30.06,,11.23,21.11
014440,영보화학,보통주,3675,0,91922,735,13.61,12,19970827,소재,소재,화학,500,20000000,3790,3790,3640,250,1808,1312,8447,-8.84,100,2.66,3.56
004360,세방,보통주,9490,2.95,90317,1832,47.94,12,19770519,산업재,운송,육상운수,500,19308690,9200,9220,9050,1111,11076,7233,16143,10.99,175,.52,.68
016450,한세예스24홀딩스,보통주,6020,-.17,90297,2408,14.65,12,20000106,경기소비재,내구소비재 및 의류,섬유 및 의복,500,40000000,5870,6200,5800,1673,17314,27710,97679,9.89,250,.18,7.58
298040,효성중공업,보통주,58500,-2.05,89658,5455,18.91,12,20180713,산업재,자본재,기계,5000,9324548,60800,61100,59500,5270,40008,37814,130252,73.42,,.43,1.45
003570,S&T중공업,보통주,5310,.19,89023,1766,13.2,12,19760708,경기소비재,자동차 및 부품,자동차부품,2500,33252697,5260,5320,5260,304,8414,3751,19250,-5.34,300,1.97,2.72
011070,LG이노텍,보통주,157500,0,88190,37276,32.39,12,20080724,IT,하드웨어,전자 장비 및 기기,5000,23667107,163000,163000,157000,22989,57708,83021,403129,4.01,300,1.77,4.73
001020,페이퍼코리아,보통주,1700,.59,87849,598,-1.77,12,19760626,소재,소재,종이 및 목재,500,35166280,1720,1740,1685,101,6279,2656,-1298,-35.57,,-4.58,-136.14
138250,엔에스쇼핑,보통주,12250,2.04,87172,4128,-41.73,12,20150327,경기소비재,유통,온라인쇼핑,500,33696000,12650,12700,11900,540,9208,4980,28733,5.04,150,-.87,-1.76
025620,제이준코스메틱,보통주,2585,.58,86792,954,-1.44,12,19950708,필수소비재,생활용품,개인생활용품,500,36909430,2570,2595,2525,277,1239,526,-52013,-60.14,,-52.69,-93.55
090080,평화산업,보통주,1125,-.44,86557,618,-7.87,12,20060602,경기소비재,자동차 및 부품,자동차부품,500,54902259,1130,1140,1110,102,1942,3533,-2308,5.19,,-3.87,-25.93
126560,현대에이치씨엔,보통주,3285,-.15,85335,3708,10.18,12,20101223,경기소비재,미디어,미디어,500,112876596,3310,3360,3270,485,8135,2929,40801,1.08,60,4.74,5.19
267850,아시아나아이디티,보통주,18800,-2.13,85024,2087,-29.36,12,20181123,IT,소프트웨어,IT 서비스,500,11100000,19500,19700,19150,664,2286,2461,11366,.32,500,-3.63,-5.44
039570,HDC아이콘트롤스,보통주,9670,.93,84676,1592,-30.43,12,20150924,산업재,자본재,건설,500,16460000,9690,9690,9520,180,2372,2524,12953,-7.19,350,-2.24,-3.13
008500,일정실업,보통주,17800,-12.92,83610,214,-1.61,12,19940812,경기소비재,자동차 및 부품,자동차부품,5000,1200000,30400,30400,18850,6947,605,398,-16333,-17.12,,-21.12,-37.57
033920,무학,보통주,6670,1.95,82542,1901,10.21,12,20100720,필수소비재,음식료 및 담배,음료,200,28500000,6720,6720,6510,122,6246,1664,-13412,-14.11,,3.81,4.64
102460,이연제약,보통주,20100,1.49,81823,3471,45.16,12,20100610,의료,제약 및 바이오,제약,500,17268912,20750,20750,19700,3142,2745,1316,7898,6.97,350,2.06,2.68
010420,한솔PNS,보통주,1555,0,81694,319,11.26,12,19890531,소재,소재,종이 및 목재,500,20493012,1560,1595,1530,132,1034,2339,3983,-5.82,25,3.24,7.94
120110,코오롱인더스트리,보통주,37150,-.94,81643,10023,45.55,12,20100201,소재,소재,화학,5000,26978840,37600,37800,36900,3766,52931,44072,172948,-1.18,900,.41,1.58
012510,더존비즈온,보통주,106000,1.42,81615,31638,48.53,12,19881028,IT,소프트웨어,일반 소프트웨어,500,29988981,105000,106000,102500,11454,7270,2627,66796,15.74,470,10.15,18.78
002390,한독,보통주,29650,1.18,81572,4081,8.93,12,19760630,의료,제약 및 바이오,제약,500,13763533,30500,30900,29300,4226,7487,4730,27467,5.88,275,4.84,10.78
128820,대성산업,보통주,3065,-1.47,81249,1386,-2.52,12,20100730,에너지,에너지,석유 및 가스,5000,45235478,3065,3140,3050,175,10324,8699,-9674,-7.99,,-5.94,-14.15
036570,엔씨소프트,보통주,796000,-1.88,80718,174754,33.15,12,20030522,IT,소프트웨어,게임 소프트웨어,500,21954022,807000,820000,798000,69051,33464,17012,478992,-.81,5220,11.42,14.72
009070,케이씨티시,보통주,2505,0,80501,752,11.56,12,19780929,산업재,운송,육상운수,500,30000000,2525,2535,2490,236,4243,4462,19011,11.42,45,2.05,3.75
006220,제주은행,보통주,3295,.76,79834,1059,4.66,12,19721228,금융,은행,상업은행,5000,32128774,3195,3270,3165,197,61929,2013,37193,4.53,100,.46,5.76
016710,대성홀딩스,보통주,23200,1.08,79788,3733,9.96,12,19991222,유틸리티,유틸리티,가스,1000,16089459,23250,23300,22700,3129,11358,9186,23868,.96,250,1.59,3.24
015860,일진홀딩스,보통주,4705,-.43,79245,2322,19.86,12,19900322,산업재,자본재,전기장비,1000,49347483,4840,4840,4685,617,11886,8962,31000,-3.58,100,1.94,4.52
006380,카프로,보통주,2540,.39,79064,1016,-1.5,12,19740528,소재,소재,화학,500,40000000,2560,2620,2525,401,3644,4402,-47389,-24,,-20.77,-36.47
000220,유유제약,보통주,14000,1.43,78629,999,18.43,12,19751128,의료,제약 및 바이오,제약,1000,7137813,14400,14550,13650,1846,1377,909,8075,9.36,210,4.08,5.41
004980,성신양회,보통주,6770,-1.77,77273,1660,10.11,12,19760630,소재,소재,건축소재,5000,24516073,6920,6980,6840,283,10294,7074,20763,2.81,150,1.66,4.43
001680,대상,보통주,25350,-.39,77221,8783,7.79,12,19700401,필수소비재,음식료 및 담배,식료품,1000,34648025,25600,25600,25100,3255,23971,29640,129813,.24,600,4.74,11.17
100250,진양홀딩스,보통주,2720,-.37,76769,1520,9.65,12,20080215,경기소비재,자동차 및 부품,자동차부품,500,55895292,2785,2805,2710,258,5139,2253,12874,-6.84,170,4.53,4.98
013360,일성건설,보통주,911,.88,76256,492,36.96,12,19891202,산업재,자본재,건설,500,54024880,910,910,900,84,3509,3758,7402,3.24,15,.56,2.05
084010,대한제강,보통주,7000,.14,75589,1725,4.93,12,20051031,소재,소재,금속 및 광물,1000,24646734,7060,7080,6980,296,6352,10217,42026,-9.89,200,4.58,6.73
002310,아세아제지,보통주,30600,3.76,75102,2741,4.37,12,19881215,소재,소재,종이 및 목재,5000,8956502,30200,30500,29450,2347,8482,6977,71117,-10.08,600,7.4,10.99
071840,롯데하이마트,보통주,32200,.93,73859,7602,-7.3,12,20110629,경기소비재,유통,도소매,5000,23607712,33100,33200,31800,4994,31076,40265,109857,-2.1,1000,-3.21,-5.02
084690,대상홀딩스,보통주,10300,1.46,73279,3730,3.46,12,20050817,필수소비재,음식료 및 담배,식료품,1000,36212538,10250,10350,9980,1908,28963,35525,155474,4.55,200,5,13.07
336370,두산솔루스보통주,보통주,33350,-1.35,73207,10202,148.32,12,20191018,IT,하드웨어,전자 장비 및 기기,100,30589758,34600,34600,33800,2604,4942,700,10179,,,,
013580,계룡건설산업,보통주,20850,-.72,72727,1862,2.53,12,19960130,산업재,자본재,건설,5000,8930907,22050,22050,21000,1834,20067,22757,135903,-.74,600,3.99,16.94
006120,에스케이디스커버리,보통주,61800,-.32,71745,11765,2.96,12,19760629,에너지,에너지,석유 및 가스,5000,19037855,62900,64100,62000,5940,50001,50211,173948,-27.64,700,5.1,11.52
271560,오리온(신설),보통주,123000,-.81,71374,48629,19.35,12,20170707,필수소비재,음식료 및 담배,식료품,500,39536132,127000,127000,124000,8508,24523,20233,327589,5,600,9.18,14.24
014280,금강공업,보통주,4285,-.7,70693,1121,-10.62,12,19880910,산업재,자본재,건축자재,1000,26159553,4370,4420,4275,651,8340,5497,2620,-3.2,80,-.59,-3.23
136490,선진,보통주,10200,.98,70074,2426,10.45,12,20110216,필수소비재,음식료 및 담배,식료품,500,23779604,10000,10100,9930,402,9833,10140,40117,11.14,50,2.13,6.72
004870,티웨이홀딩스,보통주,911,.11,69801,699,-4.5,12,19770630,산업재,운송,항공운수,500,76680855,913,929,910,74,8710,8175,-23779,10.85,,-6.97,-17.06
123700,에스제이엠,보통주,3115,-1.12,69548,486,8.77,12,20100531,경기소비재,자동차 및 부품,자동차부품,500,15604898,2980,3200,2980,798,2204,1577,6453,1.59,125,3.6,4.23
070960,용평리조트,보통주,4095,-.12,69333,1971,-20.93,12,20160527,경기소비재,소비자 서비스,호텔 및 레저,5000,48133333,4190,4190,4090,250,8499,1294,-4124,-28.64,,-1.66,-3.41
161890,한국콜마,보통주,47050,.21,69191,10766,36.78,12,20121019,필수소비재,생활용품,개인생활용품,500,22881180,47350,47400,46700,2924,24003,15407,117810,13.47,330,1.47,6.39
019680,대교,보통주,3945,.38,68638,3342,37.64,12,20040203,경기소비재,소비자 서비스,교육,500,84702850,3940,3960,3915,267,9199,7619,29396,-.16,170,1.96,2.76
128940,한미약품,보통주,283500,4.41,68407,33575,67.39,12,20100730,의료,제약 및 바이오,제약,2500,11843029,271500,271500,267500,9132,19137,11136,103878,9.62,490.2,3.54,7.3
002790,아모레퍼시픽그룹,보통주,47950,-.1,68054,39539,55.19,12,19730430,필수소비재,생활용품,개인생활용품,500,82458180,48300,48350,48000,3615,82814,62843,498250,3.39,300,3.6,4.12
012200,계양전기,보통주,3140,-1.59,67867,1024,754.05,12,19880706,경기소비재,자동차 및 부품,자동차부품,500,32600000,3225,3255,3130,267,2799,3750,3218,2.73,35,.05,.07
003480,한진중공업홀딩스,보통주,4170,1.08,67651,1231,2.53,12,19560303,유틸리티,유틸리티,가스,5000,29529812,4125,4145,4055,190,18607,8776,38422,-7.23,,1.63,8.98
111110,호전실업,보통주,8000,-1.88,67580,640,44.41,12,20170202,경기소비재,내구소비재 및 의류,섬유 및 의복,500,8000000,7770,8420,7660,1250,2923,3098,19326,-1.11,250,.95,2.26
007610,선도전기,보통주,2685,-.37,67357,483,-25.5,12,19891130,산업재,자본재,전기장비,500,18000000,2685,2700,2655,215,1670,893,-1673,6.66,25,-1.36,-2.52
058730,다스코,보통주,5360,-4.85,66884,825,56.65,12,20040802,산업재,운송,운송인프라,500,15400000,5720,5810,5590,189,2147,2162,3063,-10.21,,.88,1.51
016380,케이지동부제철 주식회사,보통주,8140,.86,66336,8141,-8.5,12,19860203,소재,소재,금속 및 광물,5000,100008897,8200,8220,8020,711,23553,24283,34640,-4.59,,-1.38,-7.44
004000,롯데정밀화학,보통주,50400,.2,65610,13003,6.92,12,19760415,소재,소재,화학,5000,25800000,51200,51400,50100,4585,17927,13113,189666,-4.41,1700,9.64,11.73
004250,엔피씨,보통주,3060,-1.14,64921,1124,10.92,12,19690908,소재,소재,화학,500,36720000,3070,3095,3035,162,4038,4545,19843,9.54,100,3.61,5.29
002210,동성제약,보통주,11600,-.43,64879,3028,-49.9,12,19900119,의료,제약 및 바이오,제약,1000,26100970,11700,11750,11600,596,1317,865,-7532,-5.85,,-6.17,-13.14
003070,코오롱글로벌,보통주,17850,-.56,64299,4500,5.07,12,19780915,산업재,자본재,건설,5000,25210438,18350,18550,17800,2339,22181,34841,125552,3.75,350,2.18,10.74
005870,휴니드테크놀러지스,보통주,5730,.17,64286,809,12.89,12,19910903,IT,하드웨어,통신장비,5000,14116015,5680,5740,5680,366,2610,1947,8760,-25.5,,3.26,7.1
234080,제이더블유생명과학,보통주,18950,1.06,64223,3001,14.29,12,20161027,의료,제약 및 바이오,제약,2500,15834554,18600,18750,18450,925,2014,1702,29749,9.66,500,10.91,18.92
003160,디아이,보통주,3985,0,64189,1255,169.79,12,19960731,IT,반도체,반도체 및 관련장비,500,31496785,4135,4140,3975,396,2148,1095,-6535,-44.11,50,.24,.48
117580,대성에너지,보통주,5400,-.37,64122,1485,11.06,12,20101224,유틸리티,유틸리티,가스,1000,27500000,5580,5580,5400,688,6972,7749,24284,.5,250,1.93,4.28
000640,동아쏘시오홀딩스,보통주,120000,1.67,63336,7366,33.39,12,19700210,의료,제약 및 바이오,제약,5000,6138305,118000,118500,113000,4514,13586,7697,52823,8.79,1000,1.54,2.67
092200,디아이씨,보통주,1400,-1.79,63201,544,-1.24,12,20071018,경기소비재,자동차 및 부품,자동차부품,500,38888569,1440,1445,1400,71,7798,5378,-32010,-2.78,,-7,-33.7
041650,상신브레이크,보통주,2625,-.19,63115,564,18.58,12,20041027,경기소비재,자동차 및 부품,자동차부품,500,21471450,2645,2650,2590,274,4523,3919,15695,3.49,100,1.25,2.4
079430,현대리바트,보통주,15800,-.95,63104,3245,14.08,12,20051122,경기소비재,내구소비재 및 의류,내구소비재,1000,20535282,16050,16050,15800,1072,7528,12376,23883,-8.44,150,2.72,4.3
130660,한전산업개발,보통주,3700,.54,62785,1206,6.6,12,20101216,에너지,에너지,에너지 시설 및 서비스,500,32600000,3700,3715,3670,129,1889,3136,21544,19.44,227,10.26,21.46
005740,크라운해태홀딩스,보통주,9100,.44,62601,1351,-7.75,12,19760630,필수소비재,음식료 및 담배,식료품,500,14847347,9100,9110,8950,114,12382,10552,39433,-3.38,100,-1.78,-7.49
063160,종근당바이오,보통주,39700,0,61867,2178,13.2,12,20011211,의료,제약 및 바이오,제약,2500,5485962,41800,42150,39650,3445,2333,1372,15413,10.18,190.48,5.87,8.01
000150,두산,보통주,48150,1.97,60722,7956,3.86,12,19730629,산업재,자본재,복합 산업,5000,16523835,47950,48000,47000,2820,291697,185357,1261860,6.23,5200,1.49,23.52
010660,화천기계,보통주,2760,-1.09,60706,607,-9.9,12,19881212,산업재,자본재,기계,500,22000000,2860,2880,2765,224,1583,1597,-9289,-11.63,,-3.83,-4.93
004170,신세계,보통주,223500,.22,59982,22004,5.4,12,19850819,경기소비재,유통,백화점,5000,9845181,223000,225000,221500,17512,130185,63942,467798,23.31,2000,4.92,14.24
017810,풀무원,보통주,16000,.31,59492,6099,135.73,12,19951005,필수소비재,음식료 및 담배,식료품,500,38120539,16350,16350,15950,767,14846,23815,30571,4.82,102,-.56,.95
192080,더블유게임즈,보통주,67100,-1.64,59301,12329,8.25,12,20190312,IT,소프트웨어,게임 소프트웨어,500,18374502,68900,69500,67500,3634,10747,5138,154608,6.38,350,10.65,18.93
023150,MH에탄올,보통주,7900,-1.01,58975,583,-86.28,12,19961224,필수소비재,음식료 및 담배,음료,500,7378526,8160,8160,7960,566,4515,809,7829,11.1,350,-1.69,-.88
002690,동일제강,보통주,2380,.63,58828,357,33.37,12,20150924,소재,소재,금속 및 광물,500,15000000,2470,2480,2350,248,1470,1274,985,2.7,10,.75,.85
272450,진에어,보통주,8880,-.11,58643,3996,-8.1,12,20171208,산업재,운송,항공운수,1000,30000000,9020,9070,8860,798,7044,9102,-48827,-9.95,,-9.26,-24.74
079550,엘아이지넥스원,보통주,30000,0,58463,6600,218.25,12,20151002,산업재,상업서비스,상업서비스,5000,22000000,29800,30050,29250,1221,23175,14527,18107,-1.68,600,.14,.5
057050,현대홈쇼핑,보통주,77000,2.21,57393,9240,11.24,12,20100913,경기소비재,유통,온라인쇼핑,5000,12000000,75300,75500,74400,2229,24996,22070,129663,116.85,2000,3.4,5.03
003610,방림,보통주,1905,0,55751,806,14.96,09,19890530,경기소비재,내구소비재 및 의류,섬유 및 의복,500,42314090,1940,1960,1905,94,2369,1319,2106,-6.99,40,2.37,3.01
010040,한국내화,보통주,3310,1.51,55298,757,21.58,12,20001016,소재,소재,금속 및 광물,500,22863632,3260,3285,3215,140,2093,2239,8985,-6.59,35,2.07,3.18
001060,제이더블유중외제약,보통주,32000,.31,54652,6694,-26.31,12,19760614,의료,제약 및 바이오,제약,2500,20920054,32350,32350,31650,2386,5732,5113,-19014,-4.81,315.53,-4.33,-10.31
214390,경보제약,보통주,10050,.5,54510,2403,37.36,12,20150629,의료,제약 및 바이오,제약,500,23906860,10300,10400,10000,558,2378,1917,6194,-4.79,100,2.3,3.55
044450,케이에스에스해운,보통주,9600,-2.19,54140,2226,7.72,12,20071026,산업재,운송,해상운수,500,23185880,9760,9900,9760,219,9467,2312,52935,14.19,270,2.51,8.79
115390,락앤락,보통주,10500,-.95,53324,5690,47.33,12,20100128,소재,소재,용기 및 포장,500,54186600,10500,10600,10450,505,7999,4860,24316,11.89,,2.13,2.44
104700,한국철강,보통주,4855,.21,53297,2236,11.41,12,20080929,소재,소재,금속 및 광물,1000,46050000,4840,5000,4810,977,8732,7191,12213,-7.51,200,2.14,2.65
035150,백산,보통주,4560,-.44,52989,1104,31.9,12,19990811,경기소비재,내구소비재 및 의류,섬유 및 의복,500,24200000,4500,4610,4480,548,3306,4689,32038,45.11,100,2,4.9
002100,경농,보통주,12000,0,52837,2603,54.24,12,19770630,소재,소재,화학,500,21691750,12250,12250,11900,580,3709,2275,8691,6.99,220,1.1,2.47
282330,비지에프리테일(신설),보통주,133500,-1.12,52296,23074,19.35,12,20171208,경기소비재,유통,도소매,1000,17283906,133500,136000,131500,7070,21724,59461,196623,2.95,2700,8.28,26.46
163560,동일고무벨트,보통주,9150,-1.09,52229,1249,9.09,12,20121019,경기소비재,자동차 및 부품,자동차부품,500,13650000,9460,9610,9200,785,2814,2619,14447,-.4,98.04,2.92,4.35
019180,티에이치엔,보통주,2280,-1.1,52094,410,3.82,12,19960731,경기소비재,자동차 및 부품,자동차부품,500,18000000,2320,2325,2255,127,2654,4022,21507,7.89,60,7.17,33.47
293480,하나제약,보통주,23700,2.32,51534,3839,12.91,12,20181002,의료,제약 및 바이오,제약,500,16200000,23550,23650,23150,1080,2630,1663,33567,8.84,460,11.2,13.3
016880,웅진,보통주,1050,0,50795,833,-.7,12,19941105,산업재,자본재,복합 산업,500,79378330,1065,1065,1040,109,29110,8199,75213,194.22,,-12.43,-106.55
011760,현대종합상사,보통주,14500,1.72,50697,1918,14.48,12,19771201,산업재,자본재,무역,5000,13228966,14400,14400,14150,520,14446,42634,43520,-9.56,600,1.29,5.07
018500,동원금속,보통주,695,.43,50415,325,1.42,03,19951110,경기소비재,자동차 및 부품,자동차부품,500,46754933,700,701,686,154,5110,4566,20139,-.42,,3.27,31.69
006650,대한유화,보통주,188000,-.27,49342,12220,7.18,12,19990811,소재,소재,화학,5000,6500000,191000,194500,187000,9435,20265,20743,113849,-18.78,2500,5.3,6.11
002810,삼영무역,보통주,14000,.71,49284,2585,8.19,12,19880328,소재,소재,화학,500,18466948,13900,13950,13650,1314,5109,2742,9196,1.85,333.33,7.77,10.32
192820,코스맥스,보통주,119500,-2.51,48851,12009,25.23,12,20140407,필수소비재,생활용품,개인생활용품,500,10049509,120000,123500,119000,5884,12044,13307,53995,5.63,900,1.62,10.45
005500,삼진제약,보통주,26550,-.19,48576,3690,30.74,12,19880618,의료,제약 및 바이오,제약,1000,13900000,27250,27250,26200,4806,2442,2419,44107,-6.96,800,4.55,5.69
007700,에프앤에프,보통주,98600,-1.93,48387,15184,15.65,12,19841004,경기소비재,내구소비재 및 의류,섬유 및 의복,500,15400000,99900,102000,98400,3534,6844,9103,150736,36.21,1000,18.63,25.13
097950,씨제이제일제당,보통주,383000,-1.04,48119,57658,27.12,12,20070928,산업재,운송,육상운수,5000,15054186,388500,389000,383000,9048,262806,223525,896858,19.72,3500,.83,3.16
003960,사조대림,보통주,14400,-2.78,48009,1320,1.52,12,19760916,필수소비재,음식료 및 담배,식료품,5000,9164467,14500,15150,14300,2239,10709,13297,49567,41.89,150,9.72,30.57
001040,씨제이,보통주,80400,-.37,47945,23458,11.44,12,19730629,산업재,운송,육상운수,5000,29176998,81400,81400,80100,5202,403814,337797,1509155,14.42,1850,.9,6.24
009140,경인전자,보통주,24700,-3.24,47864,388,133.14,12,19890620,IT,하드웨어,전자 장비 및 기기,5000,1570797,33400,33400,24550,3034,569,133,-1612,-27.92,250,.43,.45
011810,STX,보통주,5620,-1.78,47132,1109,-4.82,12,19900912,산업재,자본재,무역,2500,19726902,5810,6230,5610,1005,5601,14712,1748,-2.12,,-5.96,-54.53
068400,에스케이렌터카,보통주,8710,1.03,47086,4119,16.03,12,20120727,경기소비재,소비자 서비스,호텔 및 레저,500,47285840,8700,8720,8600,309,16452,6409,41540,-1.78,,1.16,5.51
001620,케이비아이동국실업,보통주,629,.95,46670,415,-22.34,12,19900915,경기소비재,자동차 및 부품,자동차부품,500,66042072,629,629,619,18,5597,6156,-13984,-5.42,,.05,-1.19
001390,케이지케미칼,보통주,18800,0,46601,2446,1.59,12,19890825,IT,소프트웨어,IT 서비스,5000,13013232,19050,19150,18700,1917,41515,20684,117974,61.24,350,7.75,32.69
009240,한샘,보통주,103000,.49,46500,24240,34.26,12,20020716,경기소비재,내구소비재 및 의류,내구소비재,1000,23533928,104000,105500,102000,6918,12026,16984,55772,-11.93,1200,3.99,7.32
049800,우진플라임,보통주,4265,-.12,45343,427,-2.54,12,20060524,산업재,자본재,기계,500,10000000,4250,4300,4090,270,2678,1818,-8331,5.76,,-4.9,-22.8
069620,대웅제약,보통주,100000,-1,45165,11587,72.4,12,20021101,의료,제약 및 바이오,제약,2500,11586575,102000,102000,100000,4144,12457,11134,44687,7.95,600,2.35,4.34
214320,이노션,보통주,57400,-.7,45088,11480,19.26,12,20150717,경기소비재,미디어,미디어,500,20000000,58500,59200,57000,4069,20755,12743,121852,2.83,1500,4.96,9.88
083420,그린케미칼,보통주,3995,1.13,44379,959,14.86,12,20051020,소재,소재,화학,500,24000000,4005,4005,3950,79,1868,2319,7811,-8.75,161.67,2.97,5.17
005090,삼광글라스,보통주,40800,3.43,44143,1981,-745.42,12,19930106,소재,소재,용기 및 포장,5000,4854418,38400,39600,37300,1449,6959,2842,1121,7.14,1000,.06,-.07
002150,도화엔지니어링,보통주,7530,-.27,44070,2539,17.32,12,20100812,산업재,자본재,건설,500,33720000,7470,7550,7450,397,4090,5161,27069,28.24,250,4.43,6.93
000970,한국주철관공업,보통주,8320,-1.8,43127,1897,12.67,03,19691212,소재,소재,금속 및 광물,500,22800500,8520,8540,8340,908,3567,4372,15568,4.76,200,3.96,4.73
028100,동아지질,보통주,14800,-.68,43118,1702,11.56,12,20090612,산업재,자본재,건설,500,11500000,15050,15150,14900,612,3223,3809,22916,5.59,200,6.27,10.33
064960,에스앤티모티브,보통주,52800,1.52,42415,7721,258.23,12,20020311,경기소비재,자동차 및 부품,자동차부품,5000,14623136,50900,52900,49700,4492,10389,9763,89215,6.24,1400,.33,.33
286940,롯데정보통신,보통주,35200,1.99,41945,5420,11.21,12,20180727,IT,소프트웨어,IT 서비스,5000,15396331,34700,35150,34250,1494,6967,8457,41114,4.18,700,7.57,14.77
069640,한세엠케이,보통주,2930,3.41,41766,378,-1.33,01,20110621,경기소비재,내구소비재 및 의류,섬유 및 의복,500,12909322,2835,2965,2795,64,1847,3075,-23884,-4.8,,-22.43,-35.15
185750,종근당,보통주,164000,1.52,41583,17853,19.6,12,20131206,의료,제약 및 바이오,제약,2500,10885685,165000,165000,159000,9199,8014,10793,74576,12.88,857.14,7,11.94
034310,NICE홀딩스,보통주,18250,-1.64,41515,6914,27.11,12,20040204,IT,소프트웨어,IT 서비스,500,37882300,18250,18550,18050,1245,25648,18777,154235,27.72,230,3.28,4.39
010130,고려아연,보통주,389000,.77,40817,73404,12.67,12,19900728,소재,소재,금속 및 광물,5000,18870000,371500,391500,371000,40242,78406,66948,805329,-2.74,14000,8.48,9.76
004800,효성,보통주,77700,-.13,40356,16372,16.08,12,19730630,산업재,자본재,복합 산업,5000,21071025,77500,77800,76600,7552,65271,33734,236828,12.36,5000,2.32,4.25
004380,삼익THK,보통주,10250,-.49,40107,2153,74.6,12,19890926,산업재,자본재,기계,500,21000000,10500,10600,10300,600,3926,2320,7453,-18.04,150,.87,1.74
138490,코오롱플라스틱,보통주,4030,-.12,39921,1531,31.33,12,20110615,소재,소재,화학,1000,38000000,4080,4080,3980,233,3387,3303,10306,2.79,70,1.59,2.75
006840,에이케이홀딩스,보통주,18250,1.64,39425,2418,16.21,12,19990811,소재,소재,화학,5000,13247561,17800,17950,17550,326,43280,37595,131337,1.3,750,1.49,3.38
023350,한국종합기술,보통주,4095,-1.59,37712,448,-12.09,12,20110428,산업재,자본재,건설,500,10950000,4220,4250,4160,90,2759,2189,-2095,14.66,100,-1.41,-3.61
