code,name,stockType,closePrice,reate,tradeAmount,market_value,PER,결산월,listingDate,categoryA,categoryB,categoryC,faceValue,issuedStocks,price,high,low,transactionPrice,TotalAssets,sales,operationProfit,salesGrowthRate,DPS,ROA,ROE
036420,제이콘텐트리,보통주,25050,.8,37706,4104,494.42,12,20191018,경기소비재,미디어,미디어,5000,16385071,24950,25300,24500,1011,11616,5542,35422,8.4,,1.07,.34
024720,한국콜마홀딩스,보통주,25850,-.58,36713,4802,10.09,12,20020409,필수소비재,생활용품,개인생활용품,500,18576719,26350,26400,25800,789,10951,5934,93001,5.65,195,7.31,10.51
005960,동부건설,보통주,11500,0,36528,2611,3.05,12,19781030,산업재,자본재,건설,5000,22702024,11450,11500,11350,407,8919,11554,55472,28.64,700,7.45,15.29
001420,태원물산,보통주,3895,1.8,36436,296,56.86,12,19750624,경기소비재,자동차 및 부품,자동차부품,500,7600000,3975,4000,3825,164,382,219,68,-.04,85,1.41,1.67
015020,이스타코,보통주,624,.64,35610,267,2.77,12,19881223,경기소비재,미디어,미디어,500,42851600,626,626,614,103,789,238,3933,-10.36,,13.76,25.52
004960,한신공영,보통주,13850,-.36,35578,1603,2.38,12,19760707,산업재,자본재,건설,5000,11570702,13600,14000,13550,707,16510,16233,124540,-24.22,350,4.2,15.21
308170,센트랄모텍,보통주,19500,-2.05,35258,1679,20.12,12,20191125,경기소비재,자동차 및 부품,자동차부품,500,8610000,20750,21000,19750,1050,2354,2921,10298,-6.79,,2.17,5.74
101060,SBS미디어홀딩스,보통주,1705,1.47,34823,2385,-2.72,12,20080324,경기소비재,미디어,미디어,500,139896190,1680,1695,1670,53,6741,2398,4751,3.54,,-13.49,-16.34
012750,에스원,보통주,85700,-.23,34669,32565,24.28,12,19960130,산업재,상업서비스,상업서비스,500,37999178,85200,85900,84500,3536,17950,21515,196822,6.6,2500,8.43,11.32
016580,환인제약,보통주,14700,-.68,33853,2734,15.37,12,19960703,의료,제약 및 바이오,제약,500,18600070,14750,14850,14600,433,3049,1592,26165,2.92,300,6.28,7.01
010780,아이에스동서,보통주,39650,.38,33674,12249,15.41,12,19860127,산업재,자본재,건설,500,30892606,40700,40800,39500,2588,28838,9641,66241,-39.62,700,2.93,6.1
000950,전방,보통주,28800,-.69,33485,484,-.64,12,19681021,경기소비재,내구소비재 및 의류,섬유 및 의복,5000,1680000,30050,31250,28650,2340,3265,1375,-30492,-7.93,,-11.66,-38.44
181710,엔에이치엔,보통주,73100,-1.37,33106,14302,105.91,12,20130829,IT,소프트웨어,게임 소프트웨어,500,19565025,74600,75200,73700,2448,25003,14886,86677,17.72,,.93,.78
060980,한라홀딩스,보통주,32350,.46,32903,3388,11.72,12,20100519,경기소비재,자동차 및 부품,자동차부품,5000,10472070,32400,32400,31400,2961,17604,7984,75418,-9.95,2000,2.36,4.69
152330,코리아오토글라스,보통주,14200,-1.06,32747,2840,9.78,12,20151229,경기소비재,자동차 및 부품,자동차부품,5000,20000000,14250,14350,14000,702,4979,4560,57535,3.95,900,6.22,9.36
000680,LS네트웍스,보통주,2165,0,32634,1706,-2.64,12,19731115,경기소비재,유통,도소매,5000,78803016,2135,2220,2125,110,11681,4028,-21547,-9.66,,-5.66,-11.94
011230,삼화전자공업,보통주,3050,-.82,32216,319,-8.57,12,19870525,산업재,자본재,전기장비,1000,10457940,3100,3150,3070,125,604,418,-221,-.7,,-5.17,-23.62
002820,선창산업,보통주,4710,-2.23,31349,594,-1.46,12,19760522,소재,소재,종이 및 목재,1000,12607989,4795,4855,4690,102,5436,4559,-18748,-18.91,,-6.84,-15.84
015890,태경산업,보통주,5080,.79,31182,1485,8.08,12,19960130,산업재,자본재,복합 산업,500,29228750,5050,5050,4995,169,5614,5196,10774,-7.79,370,4.63,8.91
170900,동아에스티,보통주,88800,-.56,30570,7498,14.17,12,20130408,의료,제약 및 바이오,제약,5000,8443868,89200,89700,88300,2234,10088,6123,56562,7.91,1000,7.25,11.58
055490,테이팩스,보통주,30650,1.14,30406,1446,13.6,12,20171031,IT,하드웨어,휴대폰 및 관련부품,500,4717650,29950,30950,29850,914,1450,1126,8278,3.79,,5,7.87
035510,신세계아이앤씨,보통주,129000,-4.65,30025,2219,17.35,12,20060518,IT,소프트웨어,IT 서비스,5000,1720000,137000,137000,132500,880,2898,4560,18494,22.09,2000,3.58,5.44
298050,효성첨단소재,보통주,129500,-1.16,29806,5802,-7.11,12,20180713,소재,소재,화학,5000,4479948,135500,135500,131000,3151,25311,30536,158326,72.77,,-2.09,-19.74
344820,케이씨씨글라스,보통주,29450,-.34,29326,2459,,12,20200121,산업재,자본재,건축자재,1000,8350210,29700,29700,29400,640,,,,,,,
094800,미래에셋맵스아시아퍼시픽부동산공모1호투자회사,보통주,4070,.25,28866,3778,,12,20070409,,,,0,92834331,4045,4070,4020,214,,,,,,,
005720,넥센,보통주,4030,0,28764,2158,5.84,12,19871219,경기소비재,자동차 및 부품,자동차부품,500,53543977,4060,4060,3985,142,40980,22913,225120,68.48,80,2.87,5.96
003350,한국화장품제조,보통주,39900,1,28613,1808,-94.56,12,19780206,필수소비재,생활용품,개인생활용품,500,4532000,40200,40200,39350,1215,842,765,1309,-13.31,100,-1.91,-3.03
018670,SK가스,보통주,111000,-1.8,28587,10246,4.92,12,19970827,에너지,에너지,석유 및 가스,5000,9230244,119000,119500,112500,5321,40824,49311,189578,-28.11,2970.3,3.93,9.85
013570,디와이,보통주,4290,-.47,28360,1129,9.03,12,19890530,산업재,자본재,기계,500,26319633,4380,4380,4290,149,7545,8543,44099,-4.12,150,4.28,4.73
153360,하이골드오션3호선박투자회사,보통주,1325,-.38,28295,214,,12,20120504,,,,5000,16149790,1325,1330,1325,10,,,,,,,
005300,롯데칠성음료,보통주,88800,.45,28017,7098,-8.62,12,19730621,필수소비재,음식료 및 담배,음료,500,7993460,88400,88900,88000,1763,32565,24295,107666,3.55,2700,-4.39,-11.68
000140,하이트진로홀딩스,보통주,15700,-3.82,27908,3643,-14.62,12,19730919,필수소비재,음식료 및 담배,음료,5000,23206765,16350,16600,15800,754,38367,20263,100944,7.98,350,-1.03,-4.65
298000,효성화학,보통주,133000,1.88,27691,4243,5.25,12,20180713,소재,소재,화학,5000,3190126,132000,134500,129000,2701,20635,18125,153887,62.3,5000,4.73,21.37
003230,삼양식품,보통주,99100,-.4,27263,7465,11.37,12,19750630,필수소비재,음식료 및 담배,식료품,5000,7533015,102500,102500,99500,1980,4704,5436,78285,15.81,800,13.6,23.15
009160,심팩,보통주,2355,.64,27242,1541,20.31,12,19890729,산업재,자본재,기계,500,65429516,2360,2360,2325,48,6791,4301,11141,40.48,60,1.39,2.17
051900,LG생활건강,보통주,1539000,0,26952,240364,28.71,12,20010425,필수소비재,생활용품,개인생활용품,5000,15618197,1549000,1551000,1497000,52582,64937,76854,1176411,13.9,11000,13.39,20.32
013890,지누스,보통주,81800,.12,26884,11785,16.37,12,20191030,경기소비재,내구소비재 및 의류,내구소비재,500,14406749,80800,81700,80000,2912,7551,8171,103868,31.42,1250,11.41,26.32
092230,KPX홀딩스,보통주,46950,-.75,26871,1983,6.69,12,20061012,소재,소재,화학,5000,4224646,48250,50600,46600,4452,14490,10103,64305,-1.18,2600,5.29,5.55
023000,삼원강재,보통주,2400,.21,26799,960,11.58,12,20110722,경기소비재,자동차 및 부품,자동차부품,500,40000000,2420,2445,2385,41,2495,2693,10797,-6.09,115,4.15,5.03
094280,효성ITX,보통주,21900,-2.28,26550,2531,19.16,12,20071025,산업재,상업서비스,상업서비스,500,11558200,23300,23300,22400,356,1593,3882,13026,-3.45,500,7.71,21.77
005680,삼영전자공업,보통주,8020,.25,26033,1604,21.09,12,19761228,산업재,자본재,전기장비,500,20000000,8040,8160,8000,203,5027,2010,4637,-19.51,250,1.69,1.77
023960,에쓰씨엔지니어링,보통주,1375,-.73,25953,344,-100.14,12,19970623,산업재,자본재,건설,500,25016587,1365,1455,1365,80,3739,2401,2887,-4.26,,-1.18,-1.45
007340,디티알오토모티브,보통주,22550,1.55,25507,2254,4.46,12,19880924,경기소비재,자동차 및 부품,자동차부품,500,9994005,22250,22450,22000,1082,9117,9298,80230,2.34,1500,7.66,11.5
004440,삼일씨엔에스,보통주,10550,0,25409,1343,36.16,12,20160330,소재,소재,건축소재,1000,12731947,11000,11000,10450,626,3372,1955,3577,-4.93,38,.79,.97
004370,농심,보통주,293000,-1.88,25238,17822,20.61,12,19760630,필수소비재,음식료 및 담배,식료품,5000,6082642,301000,301000,297000,9651,26530,23439,78816,4.81,4000,2.74,3.72
002380,케이씨씨,보통주,156500,.32,25163,13907,-9.73,12,19730625,산업재,자본재,건축자재,5000,8886471,157000,157000,154000,6563,93822,27196,133210,-11.73,5500,-2.42,-4.37
227840,현대코퍼레이션홀딩스,보통주,11150,.45,25155,1015,10.58,12,20151023,필수소비재,음식료 및 담배,식료품,5000,9100836,11000,11100,10850,246,2414,1839,9283,11.19,500,4.51,5.93
035000,지투알,보통주,5200,.96,24893,862,7.11,12,19990811,경기소비재,미디어,미디어,1000,16567409,5200,5230,5120,45,5037,5421,21892,.72,300,2.69,11.17
267290,경동도시가스(신설),보통주,19800,1.01,24871,1167,5.1,12,20170512,유틸리티,유틸리티,가스,2500,5895406,20200,20200,19450,1269,7500,14227,28055,-11.44,875,3.22,7.45
298020,효성티앤씨,보통주,146000,-1.03,24854,6318,7.18,12,20180713,경기소비재,내구소비재 및 의류,섬유 및 의복,5000,4327682,146000,153000,145500,5299,32243,59831,322913,78.12,2000,3.84,20.86
000520,삼일제약,보통주,21850,-.46,24558,1463,174.02,12,19850529,의료,제약 및 바이오,제약,1000,6694896,22650,22650,21950,963,1839,1211,4823,28.02,150,.47,1.33
267250,현대중공업지주,보통주,228000,.66,24089,36021,31.78,12,20170510,에너지,에너지,석유 및 가스,5000,15798617,225000,226500,223000,8174,257155,266303,666594,-2.3,18500,.47,2.2
002200,한국수출포장공업,보통주,18650,-1.34,24013,746,4.39,12,19740628,소재,소재,용기 및 포장,5000,4000000,19050,19050,18700,94,3081,2716,19271,-3.08,600,5.94,7.51
101530,해태제과식품,보통주,8530,.35,23981,2484,-6.02,12,20160511,필수소비재,음식료 및 담배,식료품,500,29116822,8590,8590,8490,150,7569,6900,14520,-4.87,150,-4.47,-13.11
002020,코오롱,보통주,20400,.49,23591,2576,-14.11,12,19750623,산업재,자본재,복합 산업,5000,12626426,20650,20900,20300,549,36313,44060,124523,1.88,500,-.27,-2.61
014680,한솔케미칼,보통주,150500,-.66,23398,16999,13.85,12,19890520,소재,소재,화학,5000,11295195,150000,153000,147500,8083,9392,5876,111416,.96,1500,10.52,20.88
019490,하이트론씨스템즈,보통주,2535,-3.55,23029,140,-.98,12,19981104,IT,하드웨어,보안장비,2500,5530735,2635,2650,2535,51,556,347,-15285,-14.9,,-29.78,-69.31
000860,강남제비스코,보통주,16050,1.87,22899,1043,9.05,12,19751112,산업재,자본재,건축자재,1000,6500000,15650,15850,15550,140,6723,3325,-1964,8.31,500,2.62,2.8
071320,한국지역난방공사,보통주,38950,-2.05,22782,4510,-21.41,12,20100129,유틸리티,유틸리티,전력,5000,11578744,39450,40200,39000,1238,58926,23679,42213,-4.8,,-.44,-1.66
005750,대림비앤코,보통주,5050,.4,22599,842,31.62,12,19921223,산업재,자본재,건축자재,1000,16672240,5030,5080,5000,31,3092,2364,4133,-4.34,130,.66,1.37
031430,신세계인터내셔날,보통주,151000,.66,22022,10781,21.19,12,20110714,경기소비재,내구소비재 및 의류,섬유 및 의복,5000,7140000,151500,153000,149500,3869,11289,14250,84492,12.86,1100,7.01,12.98
004970,신라교역,보통주,9450,.11,21676,1512,18.46,12,19760630,필수소비재,음식료 및 담배,식료품,500,16000000,9460,9500,9390,268,6199,3696,-4248,4.05,500,1.72,2.01
000050,경방,보통주,10950,-.46,21438,3002,5.83,12,19560303,경기소비재,내구소비재 및 의류,섬유 및 의복,500,27415270,10700,11200,10650,693,13707,3439,32021,-2.15,125,3.26,6.01
001880,대림건설,보통주,23850,-.21,21321,5260,3.17,12,19771222,산업재,자본재,건설,5000,22053284,24200,24350,23900,648,8517,12799,142967,32.55,400,11.54,23.04
000700,유수홀딩스,보통주,5410,.37,21119,1409,42.59,12,19560303,산업재,운송,해상운수,2500,26041812,5480,5490,5330,102,5220,3661,-7814,-4.74,,-.46,1.83
078520,에이블씨엔씨,보통주,7470,.4,21010,2019,-24.85,12,20110907,필수소비재,생활용품,개인생활용품,500,27033459,7620,7620,7400,252,4333,4222,1834,22.19,,-2.34,-3.94
009450,경동나비엔,보통주,54200,-.18,20993,6905,21.31,12,19930831,경기소비재,내구소비재 및 의류,내구소비재,1000,12739510,55500,55700,54000,1613,6098,7743,44825,6.54,300,4.67,9.59
009470,삼화전기,보통주,17950,0,20887,1187,33.51,12,19861124,IT,하드웨어,전자 장비 및 기기,1000,6613820,18350,18400,17900,589,1252,1951,5109,-4.68,100,2.82,7.03
008730,율촌화학,보통주,15650,-.64,20689,3881,19.06,12,19880830,소재,소재,용기 및 포장,500,24800000,15600,15750,15400,747,6065,5066,25843,3.44,500,2.98,5.37
004840,DRB동일,보통주,6720,.3,20210,1339,11.81,12,19760521,경기소비재,자동차 및 부품,자동차부품,500,19930000,6750,6760,6630,181,7453,5470,26475,.29,100,1.84,2.54
001770,신화실업,보통주,20600,-2.91,20199,250,24.08,12,19881123,소재,소재,금속 및 광물,5000,1214878,23000,24000,21200,1071,653,741,1014,3.44,100,1.48,2.82
014820,동원시스템즈,보통주,23550,3.4,19974,6033,19.94,12,19940329,소재,소재,용기 및 포장,5000,25618511,23100,23100,22700,238,11546,10424,75188,1.56,500,4.11,8.69
090350,노루페인트,보통주,7090,-.14,19935,1418,8.82,12,20060703,산업재,자본재,건축자재,500,20000000,7150,7150,7060,196,6273,6475,29163,5.32,275,3.06,6
025540,한국단자공업,보통주,47550,0,19897,4952,13.96,12,19961016,경기소비재,자동차 및 부품,자동차부품,500,10415000,48200,48200,46500,1027,8856,7721,33514,3.45,700,3.65,4.55
024890,대원화성,보통주,1575,.63,19639,650,13.67,12,19971028,경기소비재,내구소비재 및 의류,섬유 및 의복,500,41249152,1575,1585,1545,57,1305,1331,6687,16.07,10,3.33,5.56
284740,쿠쿠홈시스,보통주,40550,.12,19529,9098,14.95,12,20180111,경기소비재,내구소비재 및 의류,내구소비재,100,22437330,40700,40900,40400,658,6266,6637,120632,58.48,560,14.02,16.1
007160,사조산업,보통주,30500,-.98,18776,1525,-14.59,12,19890725,필수소비재,음식료 및 담배,식료품,5000,5000000,30300,31300,29700,1652,11374,7354,18235,-5.97,150,-1.25,-3.13
005010,휴스틸,보통주,7140,2.1,18596,544,-6.06,12,19730629,소재,소재,금속 및 광물,5000,7621668,6910,7000,6910,28,5791,5370,-12916,-8.79,300,-2.12,-3.13
145990,삼양사,보통주,50100,-1.8,18546,5167,15.95,12,20111205,필수소비재,음식료 및 담배,식료품,5000,10313449,51800,52100,50400,622,23882,20964,81564,-1.29,1000,2.32,3.07
001550,조비,보통주,17950,-.56,18523,932,-621.51,12,19761228,소재,소재,화학,5000,5192239,18600,18600,18000,763,917,709,968,17.16,,-.14,-.27
108670,LG하우시스,보통주,67000,-.45,18497,6008,47.3,12,20090420,산업재,자본재,건축자재,5000,8967670,68600,68900,67300,1284,25656,31868,68777,-2.44,250,.46,1.26
075180,새론오토모티브,보통주,4025,.25,18454,773,-11.65,12,20051021,경기소비재,자동차 및 부품,자동차부품,500,19200000,4085,4085,4005,21,2555,1527,-3822,-8.85,140,-3.18,-3.82
003080,성보화학,보통주,4130,-.85,18440,827,-31.13,12,19761223,소재,소재,화학,500,20020000,4175,4195,4145,38,1724,419,-4353,-15.46,135,-1.61,-1.91
001560,제일연마공업,보통주,6830,1.76,18416,683,12.16,12,20051209,소재,소재,금속 및 광물,500,10000000,6770,6830,6670,28,1025,811,6926,-1.36,220,6.28,7.84
143210,핸즈코퍼레이션,보통주,6760,0,18187,1478,21.78,12,20161202,경기소비재,자동차 및 부품,자동차부품,500,21863268,6940,6940,6640,117,8511,6177,18688,2.79,130,.91,2.13
015230,대창단조,보통주,32800,-1.98,17886,937,5.71,12,19890725,산업재,자본재,기계,5000,2857223,33700,33700,32800,407,2386,2773,18693,-13.49,1100,6.68,8.12
306200,세아제강(신설),보통주,85600,-2.69,17879,2428,6.95,12,20181005,소재,소재,금속 및 광물,5000,2836300,90600,91300,86300,3127,10288,12272,45912,183.15,2000,2.39,4.42
005610,에스피씨삼립,보통주,68600,.15,16871,5920,37.25,12,19750502,필수소비재,음식료 및 담배,식료품,5000,8629009,68000,69100,66700,1802,11963,24992,46978,12.57,1104,2.08,6.34
194370,제이에스코퍼레이션,보통주,6930,.14,16718,924,20.39,12,20160204,경기소비재,내구소비재 및 의류,섬유 및 의복,100,13335601,6910,6920,6850,56,2016,2531,11099,23.07,500,4.2,5.26
014830,유니드,보통주,45300,-.11,15514,4027,6.15,12,20041203,소재,소재,화학,5000,8889843,45400,45650,44850,2271,10763,8752,84758,7.51,1200,6.17,9.87
000230,일동홀딩스,보통주,9130,1.53,14587,1054,-5.44,12,19750628,의료,제약 및 바이오,제약,1000,11540400,9120,9190,8990,88,8056,2922,-25885,521.09,95.24,-7.46,-14.91
010770,평화홀딩스,보통주,3300,1.06,14465,483,-3.82,12,19860331,경기소비재,자동차 및 부품,자동차부품,500,14625466,3345,3345,3245,69,5029,5811,-3570,4.51,150,-4.36,-11.1
006880,신송홀딩스,보통주,3475,.43,14214,411,-1.37,12,20131121,필수소비재,음식료 및 담배,식료품,500,11828858,3525,3525,3440,38,1999,2630,-309,61.02,80,-16.95,-32.05
003460,유화증권,보통주,2300,1.3,13886,1304,29.45,12,19870824,금융,증권,증권,1000,56702415,2260,2275,2255,7,6209,160,6245,5.85,120,1,1.36
268280,미원스페셜티케미칼(신설),보통주,101000,.5,13822,5151,9.57,12,20170522,소재,소재,화학,500,5100000,99600,108500,99400,1199,3119,3779,46588,4.83,1700,13.45,16.85
008490,서흥,보통주,54000,1.3,13698,6247,12.95,12,19900327,의료,제약 및 바이오,제약,500,11569113,53900,54000,52600,1500,7089,4607,47404,17.09,400,5.54,11.14
168490,한국투자패러랠유전해외자원개발특별자산투자회사1호지분증권,보통주,1925,0,13626,1540,,03,20130419,,,,0,80020000,1935,1935,1920,55,,,,,,,
023810,인팩,보통주,4710,1.8,13444,471,-6.03,12,20040921,경기소비재,자동차 및 부품,자동차부품,500,10000000,4785,4835,4610,109,2943,3608,-436,2.97,120,-1.68,-6.29
214420,토니모리,보통주,9640,.21,13442,1701,-33.92,12,20150710,필수소비재,생활용품,개인생활용품,200,17640000,9660,9740,9600,153,2409,1720,-275,-4.94,,-2.56,-5.33
282690,동아타이어공업(신설),보통주,9300,.65,12759,1277,6.86,12,20171129,경기소비재,자동차 및 부품,자동차부품,500,13733015,9290,9290,9170,108,3858,1560,18034,-3.3,500,6.55,7.09
017940,E1,보통주,48200,-1.56,12613,3307,-7.68,12,19970827,에너지,에너지,석유 및 가스,5000,6860000,49050,49050,47800,2624,35950,46083,106310,-.47,2200,-1.46,-3.63
204210,모두투어자기관리부동산투자회사,보통주,3190,1.41,12597,250,,12,20160922,금융,부동산,부동산,5000,7826815,3180,3180,3085,41,608,30,1028,234.5,,.04,.1
010400,우진아이엔에스,보통주,7700,.52,12101,587,30.13,12,20180914,산업재,자본재,기계,500,7622000,7720,7740,7560,119,1333,1073,880,-19.3,250,1.66,1.97
140910,에이자기관리부동산투자회사,보통주,8260,.61,11960,313,,12,20110714,,,,5000,3792775,8290,8290,8170,244,,,,,,,
001630,종근당홀딩스,보통주,103000,1.94,11769,5160,11.24,12,19760630,의료,제약 및 바이오,제약,2500,5009861,101500,105000,100500,2407,10747,7206,86160,35.69,1300,8.15,10.03
000390,삼화페인트공업,보통주,4910,.1,11636,1298,35.99,12,19930910,산업재,자본재,건축자재,500,26438751,4905,4995,4865,57,5606,5403,11249,3.06,125,.7,1.34
000320,노루홀딩스,보통주,9230,1.19,11313,1227,36.82,12,19730810,산업재,자본재,건축자재,500,13291151,9150,9160,9080,26,10074,8843,25013,5.78,400,2,1.25
001070,대한방직,보통주,34000,-.15,11291,1802,-6.85,12,19731228,경기소비재,내구소비재 및 의류,섬유 및 의복,1000,5300000,34050,34300,33650,411,1977,1563,-12979,-25.2,,-6.86,-10.27
001260,남광토건,보통주,9920,0,11264,975,28.74,12,19761228,산업재,자본재,건설,5000,9828611,10100,10100,9900,215,2026,2362,4821,50.27,,2.2,7.58
004490,세방전지,보통주,28300,.35,11182,3962,6.66,12,19871128,경기소비재,자동차 및 부품,자동차부품,500,14000000,28150,28250,27950,311,15107,11390,105678,-3.55,500,5.64,7.7
005810,풍산홀딩스,보통주,27150,.37,11155,2127,11.09,12,19880728,소재,소재,금속 및 광물,5000,7835167,29900,29900,26700,1919,9386,2644,10791,-13.61,1400,2.66,3.39
002220,한일철강,보통주,1715,1.17,11072,406,-4.24,12,19881007,소재,소재,금속 및 광물,500,23681873,1715,1715,1685,13,3194,1730,-7315,2.62,,-3.45,-6.98
007690,국도화학,보통주,44600,-1.23,10959,2592,7.9,12,19890805,소재,소재,화학,5000,5810616,46600,46600,44850,665,9054,11214,42110,-12.43,1500,3.99,6.89
000500,가온전선,보통주,21800,1.15,10704,907,17.74,12,19870608,산업재,자본재,전기장비,5000,4160347,22000,22300,21450,319,5126,8303,7119,-1.24,600,1.05,2.12
005180,빙그레,보통주,56900,-.18,10680,5605,13.44,12,19780831,필수소비재,음식료 및 담배,식료품,5000,9851241,56400,57000,55800,1023,6849,8783,45782,2.71,1450,6.13,7.36
029530,신도리코,보통주,22500,-.44,10437,2268,25.67,12,19961224,IT,하드웨어,사무기기,5000,10080029,22600,22600,22300,121,9475,4271,6275,-23.46,1000,1.53,1.66
155900,바다로19호선박투자회사,보통주,2550,.2,10404,388,,12,20120629,,,,5000,15200004,2540,2545,2540,5,,,,,,,
264900,크라운제과(신설),보통주,8590,-.12,10399,1076,6.1,12,20170411,필수소비재,음식료 및 담배,식료품,200,12523850,8640,8640,8540,46,3329,3866,26520,-.49,250,5.69,14.02
000070,삼양홀딩스,보통주,62100,-1.93,9933,5318,19.25,12,19681226,소재,소재,화학,5000,8564271,62000,63300,61400,1438,35895,24886,79376,-2.92,2000,1.8,2.18
011390,부산산업,보통주,115000,-.87,9533,1214,39.5,12,19900914,소재,소재,건축소재,5000,1056000,116000,117000,115000,482,1360,1410,8647,18.06,250,5.15,7.2
001530,디아이동일,보통주,86800,1.38,9127,2140,14.75,12,19621101,경기소비재,내구소비재 및 의류,섬유 및 의복,5000,2465609,86400,86400,85000,287,9570,9395,48572,3.32,1470.59,2.77,2.55
272550,삼양패키징,보통주,20400,1.72,9124,2899,7.88,12,20171129,소재,소재,용기 및 포장,5000,14209804,20000,20150,19800,671,5639,3754,41584,2.5,750,5.12,10.29
019440,세아특수강,보통주,11250,-.44,8585,964,10.51,12,20110601,소재,소재,금속 및 광물,5000,8570000,11400,11500,11200,101,5732,7175,19471,-.84,900,2.05,3.47
107590,미원홀딩스,보통주,62400,3.69,8467,1448,6.24,12,20090302,소재,소재,화학,500,2320000,58400,60200,58400,324,3152,1884,7764,32.69,400,6.06,11.03
003030,세아제강지주,보통주,46400,-1.4,8173,1922,-63.9,12,19690513,소재,소재,금속 및 광물,5000,4141657,48000,48400,46250,435,24485,26439,63139,48.39,1500,.6,-.32
120030,조선선재,보통주,103000,-.49,8094,1295,8.11,12,20100219,소재,소재,금속 및 광물,500,1257651,102000,109000,100500,3665,1211,640,14119,2.13,1500,10.85,12.02
006370,대구백화점,보통주,8210,.73,7943,888,-3.26,12,19881010,경기소비재,유통,백화점,5000,10821611,8060,8290,7920,139,6736,1015,-14240,-15.4,100,-2.8,-6.93
077970,STX엔진,보통주,6320,-.63,7916,1454,9.2,12,20040510,산업재,자본재,조선,2500,23008904,6420,6520,6310,120,8284,6106,30041,5.76,,2.41,8.89
025530,에스제이엠홀딩스,보통주,2890,.17,7889,432,9.82,12,19970212,경기소비재,자동차 및 부품,자동차부품,500,14934008,2825,2895,2810,124,3089,1608,6298,.01,175,3.12,3.32
008870,금비,보통주,58400,.86,7815,584,9.81,09,19900608,소재,소재,용기 및 포장,5000,1000000,59800,59900,57300,456,2602,2014,12430,2.24,1700,4.14,6.48
025000,KPX케미칼,보통주,49450,-.1,7445,2393,6.6,12,19941227,소재,소재,화학,5000,4840000,49500,50000,48750,525,5379,7657,48430,-.13,2500,7.86,9.04
016590,신대양제지,보통주,53100,-1.32,7444,2140,4.3,12,19951221,소재,소재,종이 및 목재,5000,4029782,54700,54700,53600,397,7686,6468,94691,-8.82,625,9.54,14.26
183190,아세아시멘트,보통주,59000,.85,7208,2299,10.62,12,20131106,소재,소재,건축소재,5000,3895809,58200,59300,57700,705,19160,8368,80843,-.82,1500,1.5,3.53
006390,한일현대시멘트,보통주,25200,-.2,7135,4239,12.39,12,19751226,소재,소재,건축소재,5000,16821290,26000,26000,25200,406,5602,3841,35223,13.1,1000,7.45,21.69
006660,삼성공조,보통주,6420,.62,6941,522,13.65,12,19871128,경기소비재,자동차 및 부품,자동차부품,500,8126314,6550,6550,6360,180,2584,752,-4080,-6.97,60,1.94,2.21
044820,코스맥스비티아이,보통주,18350,.82,6643,1762,323.72,12,20061113,필수소비재,음식료 및 담배,식료품,500,9603921,18650,18650,18200,98,8927,4684,-7332,6.86,250,-1.57,.13
100220,비상교육,보통주,6480,.46,6597,842,8.95,12,20080630,경기소비재,소비자 서비스,교육,500,12996741,6490,6490,6410,121,2862,1994,21937,23.14,250,4.13,5.36
005190,동성화학,보통주,15750,-.63,6479,840,7.3,12,19880701,소재,소재,화학,1000,5335564,15900,15900,15700,63,1886,2010,25308,5.03,600,7.28,11.92
100840,S&TC,보통주,15200,0,6376,1141,9.62,12,20080222,에너지,에너지,에너지 시설 및 서비스,500,7506711,15250,15300,15000,165,3339,2133,17474,52.9,800,5.03,6.49
000590,씨에스홀딩스,보통주,55900,-1.43,6251,645,6.98,12,19751222,소재,소재,금속 및 광물,5000,1154482,56700,59600,56700,879,3143,1350,17025,10.14,500,5.37,4.35
280360,롯데제과(신설),보통주,99300,-.2,6135,6372,25.2,12,20171030,필수소비재,음식료 및 담배,식료품,500,6416717,99600,100000,99000,420,27162,20930,97329,23.52,1300,1.58,3.19
007590,동방아그로,보통주,6220,0,6031,847,14.53,12,19770629,소재,소재,화학,500,13617577,6260,6260,6160,51,1940,1246,7799,2.92,250,3.41,4.79
009970,영원무역홀딩스,보통주,38550,-1.17,5977,5257,5.43,12,19881107,경기소비재,내구소비재 및 의류,섬유 및 의복,500,13635592,38800,39650,38400,370,37894,27380,298988,8.71,1000,6.46,9.6
002240,고려제강,보통주,13950,-.36,5944,2790,41.18,12,19760525,소재,소재,금속 및 광물,1000,20000000,13950,14050,13800,129,23537,16397,31651,3.96,350,.26,.73
192400,쿠쿠홀딩스,보통주,97900,-1.43,5683,6963,9.4,12,20140806,경기소비재,내구소비재 및 의류,내구소비재,500,7112437,99300,99800,97300,374,8126,5283,74515,7.1,3000,10.19,12.38
004080,신흥,보통주,9500,2.11,5528,912,44.66,12,19910208,의료,의료 장비 및 서비스,의료 장비 및 서비스,500,9600000,9200,9300,9190,103,1467,1230,2998,1.21,200,1.46,2.33
078000,텔코웨어,보통주,11850,.42,5312,1150,30.13,12,20040720,IT,소프트웨어,일반 소프트웨어,500,9702706,12000,12000,11750,91,1274,418,3364,-.84,550,3.38,3.86
012320,경동인베스트,보통주,28100,3.2,5263,665,9.52,12,19970307,유틸리티,유틸리티,가스,5000,2365023,27300,27300,27050,74,6055,2718,21960,18.86,500,1.47,2.26
